"","Trade.Name","City","Reviews","Number_of_Reviews"
"2729","SPEEDWAY #07670","LIVERPOOL",0,0
"2730","COMPARE FOOD MARKET","BRONX",0,0
"2731","KEY FOOD #1462","FOREST HILLS",0,0
"2732","MI VIEJA DELI GROCERY","NEW YORK",0,0
"2733","ESTATE OF AHMED MOHAMED","BUFFALO",0,0
"2734","COURT STREET FUEL STOP","BINGHAMTON",5,3
"2735","EXPRESS MART #336/SPEED","GROTON",0,0
"2736","VARYETE STORE","BROOKLYN",0,0
"2737","SANBORN FAMILY MART","SANBORN",0,0
"2738","GOUMET DELI&GRILL","JAMAICA",0,0
"2739","YEAH PIEROGI","VARYSBURG",5,NA
"2740","NEW YORK BREAD","BROOKLYN",4.6,164
"2741","EAST MEADOW HALAL MEAT","EAST MEADOW",4.3,119
"2742","SCARSDALE CHOCOLATIER","SCARSDALE",4.2,17
"2743","ALANS FARMLAND","NEW YORK",3.9,46
"2744","BROAD ST SUPERMARKET","STATEN ISLAND",0,0
"2745","VILLAGE GREEN LAND","MASPETH",0,0
"2746","SUNAC","NEW YORK",0,0
"2747","KING GOURMET DELI FOOD","BRONX",3.3,16
"2748","SPEEDWAY #07585","SYRACUSE",0,0
"2749","GOLDEN CITY SUPERMARKET","BROOKLYN",3.1,16
"2750","R&Z DELI GROCERY","BRONX",0,0
"2751","1086 LUNA DELI GROCERY","BRONX",4.4,18
"2752","ANDRES FOOD","BRONX",0,0
"2753","OCEAN DELI","NEW YORK",4.2,16
"2754","549 GROCERY","BRONX",0,0
"2755","WHITE PLAINS MOBILE","WHITE PLAINS",0,0
"2756","BYRNE DAIRY #12 BRCKPRT","BROCKPORT",4,26
"2757","MANI MARKET PLACE","NEW YORK",4.3,50
"2758","BROAD ST SUPERMARKET","STATEN ISLAND",0,0
"2759","DOLLAR TREE 1422","BUFFALO",4,152
"2760","MALAYSIA BEEF JERKY","NEW YORK",4.5,86
"2761","MAST BROTHERS CHOCOLATE","BROOKLYN",0,0
"2762","VALENCIAS DELI GROCERY","BRONX",4.7,7
"2763","NUEVA GENERACION GRCY","NEW YORK",0,0
"2764","DE CICCOS","HARRISON",4.4,222
"2765","PASTOSA RAVIOLI","STATEN ISLAND",0,0
"2766","FIKRI DELI GROCERY","NEW YORK",0,0
"2767","YELLOWSTONE FARM","FOREST HILLS",4,23
"2768","MIKE DELI & GRILL","BROOKLYN",4.9,12
"2769","THE MUSHROOM MEN","ALTAMONT",0,0
"2770","HUNGARIAN&MOSHES K BK S","NEW YORK",0,0
"2771","RITE AID #02767","PALMYRA",0,0
"2772","BEST 99 CENT PLUS","NEW ROCHELLE",3,NA
"2773","PAMPUSHKA","BROOKLYN",0,0
"2774","RASLIN GROCERY CORP","BROOKLYN",0,0
"2775","SOLVAY SUPER SAVER","SYRACUSE",4.5,28
"2776","ABYSSINIA GROCERY","NEW YORK",4.4,300
"2777","MI MEXICO MINI MARKET","NEW YORK",4.1,7
"2778","LUCKY 7 GROCERY&DELI","SYRACUSE",4.7,110
"2779","KWIK STOP MART","BUFFALO",0,0
"2780","KEY FOOD 1648","VALLEY STREAM",0,0
"2781","MET FOODS","NEW YORK",0,0
"2782","FAMILY DOLLAR 6115","ROCHESTER",0,0
"2783","HANKOOK MEAT","BAYSIDE",0,0
"2784","EAST FERRY CLOVER FARM","BUFFALO",1.7,3
"2785","GOLDEN ORANGE NY","BABYLON",4.6,44
"2786","JULIO DELI&GROCERY","INWOOD",4.2,11
"2787","ROBO ENTERPRISES NORTH","DUNKIRK",5,5
"2788","URBAN PRODUCE","BROOKLYN",3,2
"2789","GREAT NEWS (SCARSDALE)","SCARSDALE",0,0
"2790","MIDTOWN FISH AND MEAT M","NEW YORK",0,0
"2791","IGLESIAS GROCERY","HAVERSTRAW",0,0
"2792","SHOPRITE OF MONTGOMERY","MONTGOMERY",0,0
"2793","KEY FOOD 1940","GLEN OAKS",3.8,317
"2794","SLIDERS FOOD MART","LOWVILLE",0,0
"2795","GARDEN OF EDEN","NEW YORK",4.1,151
"2796","DOLLAR TREE # 07139","BRONX",0,0
"2797","YOUR TASTE DELI","STATEN ISLAND",4,22
"2798","SERVICE CENTER","YONKERS",4.4,600
"2799","RANDAZZOS FISH MARKET","BRONX",4.7,69
"2800","A&A GROCERY & CANDY","BRONX",3,3
"2801","ALEGRIA DELI GROCERY","NEW YORK",3.8,16
"2802","UNITED EXPRESS MART","BUFFALO",0,0
"2803","LA FUENTE BAILEY DELI &","BRONX",3.4,9
"2804","STEWARTS SHOP 235","SAUGERTIES",0,0
"2805","KINNEY DRUGS #91","POTSDAM",0,0
"2806","FU LONG SEAFOOD WHOLESA","NEW YORK",0,0
"2807","BRAVO SUPERMARKET","BRONX",0,0
"2808","PRINCE CONVENIENCE STOR","JAMAICA",0,0
"2809","SUNFLOWER NATURAL FOODS","WOODSTOCK",4.3,60
"2810","DR DAVIES FARM","CONGERS",4.1,249
"2811","HABIBI FOOD MART","BRONX",0,0
"2812","IDEAL CHEESE SHOP","NEW YORK",4.7,62
"2813","MLS DELI GROCERY","BRONX",0,0
"2814","NEW WAY DELI & GROCERY","CORONA",3.8,6
"2815","ASSOCIATED 744","GREAT NECK",4,53
"2816","BRAVO CARNICERIA Y GRCY","CORONA",0,0
"2817","PECKS MARKET","PINE PLAINS",4.2,77
"2818","APNA BAZAAR CASH&CARRY","FLORAL PARK",4,726
"2819","R&M 1 DELI GROCERY","BRONX",0,0
"2820","D GERMAN DELI GROCERY","MASPETH",0,0
"2821","CHAPMANS GENERAL STORE","MIDDLE GRANVILLE",4.7,16
"2822","JW REAL POLISH DELICATE","BROOKLYN",4.6,42
"2823","DANS","NEW YORK",0,0
"2824","HUDSON STANDARD","HUDSON",0,0
"2825","AL BARAKA GROCERY","BROOKLYN",4.2,5
"2826","RICKY FRUITS VEGETABLES","NEW YORK",0,0
"2827","EL SITIO #2 DELI GROCER","BRONX",4.6,19
"2828","FISHERMANS COVE","STATEN ISLAND",3.7,3
"2829","CT SEAFOOD MART","NEW YORK",4.3,59
"2830","SAINT JOHNS NATURAL FOO","BROOKLYN",4.6,36
"2831","BYRNE DAIRY #118 DEWITT","SYRACUSE",0,0
"2832","HUDSON MARKET","NEW YORK",0,0
"2833","CLARI GROCERY","BROOKLYN",4.4,7
"2834","STANLEY MINI MARKET COR","BROOKLYN",4.6,36
"2835","OLIVE OASIS DELI CAFE","NEW YORK",4.4,18
"2836","266 A & F DELI GROCERY","BRONX",0,0
"2837","NASSAU FINEST DELI","BROOKLYN",4.4,20
"2838","1310 CARIBBEAN DELI","BROOKLYN",5,2
"2839","FINE FARE","BRONX",0,0
"2840","WILTON AVE DELI & GROCE","BRONX",0,0
"2841","BRENTWOOD DELI  05/01/2","BRENTWOOD",0,0
"2842","JUICE PRESS SUPER KITCH","LONG ISLAND CITY",3.9,21
"2843","FRANKS DELICATESSEN","MOUNT VERNON",4.5,35
"2844","ALWAYS FRESH DELI & GRI","BROOKLYN",3.9,36
"2845","J MART","FLUSHING",4,NA
"2846","BAY FRESH SUPERMARKET","BROOKLYN",0,0
"2847","97-01 FOOD","CORONA",0,0
"2848","NEW SEVENDAYS GROCERIES","BROOKLYN",4.4,20
"2849","A&B GROCERY STORE","BROOKLYN",0,0
"2850","171 YONKERS GOURMET DEL","YONKERS",4.4,57
"2851","SEANS QUALITY DELI","BRONX",4.1,49
"2852","PERRYS","NORWOOD",0,0
"2853","ASSOCIATED","BRONX",0,0
"2854","461 MUNCHIEZ DELI GROCE","BROOKLYN",0,0
"2855","FINE FARE SUPERMARKET","BRONX",0,0
"2856","AAA DELI&GROCERY","FREEPORT",4.4,55
"2857","PARTY FRUIT PLANET","MONTICELLO",0,0
"2858","CAFE DELI-CIOUS","NEW YORK",4,34
"2859","CVS PHARMACY 02041","OZONE PARK",0,0
"2860","KING 3RD DELI","BRONX",3.8,4
"2861","LENNIES","MASSENA",0,0
"2862","2520 FOODMART","STATEN ISLAND",0,0
"2863","KEY FOOD","BROOKLYN",0,0
"2864","HUDSON MARKET","NEW YORK",0,0
"2865","6TH AVENUE GOURMET","MONROE",0,0
"2866","SMART SAVER PLUS","ROCHESTER",0,0
"2867","CVS PHARMACY 00466","ROCHESTER",0,0
"2868","2034 APPLE GROCERY & PR","BRONX",4.4,43
"2869","DAYYAN MINI MART","BROOKLYN",5,NA
"2870","ELINER SEAFOOD 2","FAR ROCKAWAY",3.9,30
"2871","SOUTH TROY DELI GROCERY","TROY",4,37
"2872","FINE FARE SUPERMARKET","BRONX",0,0
"2873","GOLD STAR DELI & GRILL","BROOKLYN",4.7,14
"2874","RABEE DELI","JAMAICA",0,0
"2875","WEBSTER GOURMET DELI","BRONX",4.2,21
"2876","LA CAMPINA DELI GROCERY","BRONX",4.3,3
"2877","BLACKWELLS","HAMBURG",4.2,22
"2878","IGA HEGEDORNS","WEBSTER",4.6,221
"2879","JOHN BAGEL & DELI","STATEN ISLAND",4.4,102
"2880","WEGMANS 92","NIAGARA FALLS",4.6,NA
"2881","COUNTRY STORE THE","RUSHFORD",4.3,34
"2882","MIRABITO STORE #100","BINGHAMTON",0,0
"2883","MINI M-MART","ROCHESTER",4.3,40
"2884","P & M DELI AND GROCERY","BROOKLYN",0,0
"2885","PARASRAMS W INDIAN MKT","JAMAICA",0,0
"2886","SOUTH FULTON PHARMACY","MOUNT VERNON",4.9,16
"2887","CROTON FOODMART","CROTON ON HUDSON",0,0
"2888","FAMILY DOLLAR #1687","ATTICA",0,0
"2889","SWEET HOME AFRICAN MKT","BRONX",4.4,38
"2890","HARASH STOP & SHOP","JOHNSON CITY",4.2,12
"2891","HI MANGO 1055","BROOKLYN",4.1,58
"2892","RITE AID #04274","JAMAICA",0,0
"2893","CANTON SUPERMARKET","ROCHESTER",3.9,17
"2894","STEW LEONARDS","YONKERS",4.5,NA
"2895","JOY'S DELI GROCERY","BRONX",2,3
"2896","BELLO DELI FOOD","NEW YORK",4,11
"2897","KING FISH&SEAFOOD","JAMAICA",4.2,569
"2898","DALTON EXPRESS","DALTON",0,0
"2899","CJ SUSHI WORLD @ NSF 2","GLEN COVE",4.3,54
"2900","GRAND DELFINO BAGEL & D","STATEN ISLAND",3.7,3
"2901","XPRESS MARKET","WHITNEY POINT",4.1,242
"2902","DOLLAR GENERAL #10071","SODUS",4,199
"2903","QUICK & EASY SHOP","ROME",0,0
"2904","VICTORY CONVENIENCE","STATEN ISLAND",0,0
"2905","MKX 99 CENTS&UP","BRONX",4.7,7
"2906","DELI AND TOBACCO","NEW YORK",0,0
"2907","SUGAR BY PATA","ELMHURST",0,0
"2908","SS MILL FOOD MART","MIDDLETOWN",0,0
"2909","C TOWN","BRONX",0,0
"2910","ORANGE PLAZA DISCOUNT","MIDDLETOWN",4.1,NA
"2911","LA PEQUENA TIENDA & DEL","CORONA",0,0
"2912","SHIVS GROCERY","SYRACUSE",5,2
"2913","PLAZA MEAT MARKET","BROOKLYN",4.2,15
"2914","LUCKY STAR SMOKE SHOP A","BROOKLYN",0,0
"2915","FINE FARE","BRONX",0,0
"2916","SYANA FISH MARKET","BRONX",3.8,15
"2917","DANDY MINI MART #83","ITHACA",0,0
"2918","ASHBURN DELI MEAT MARKE","YONKERS",0,0
"2919","CITGO MART","NARROWSBURG",4.5,2
"2920","SCOOPS","BROOKLYN",0,0
"2921","MAHARAJA FARMERS MARKET","NEW HYDE PARK",4,425
"2922","LA PLACITA D'WASHINGTON","NEW YORK",4.7,25
"2923","MAYA SNACKS & DELI","POUGHKEEPSIE",0,0
"2924","BRIGHTON FINEST GOURMET","BROOKLYN",5,2
"2925","116TH STREET FOOD","NEW YORK",0,0
"2926","GAS N FOOD","ROCHESTER",3.8,4
"2927","55 FULTON MARKET","NEW YORK",4.2,490
"2928","DNY NATURAL LAND","BROOKLYN",4.6,36
"2929","WM H BUCKLEY FARM","BALLSTON LAKE",4.8,27
"2930","RIDGEWOOD MINI MARKET","BROOKLYN",0,0
"2931","SANTANAS GROCERY","BRONX",4.2,17
"2932","CHICKYS GENERAL STORE","BROOKLYN",4.7,38
"2933","DECATUR DELI FOOD","BRONX",2.7,6
"2934","7 & 7 DELI","QUEENS VILLAGE",4.6,57
"2935","EL BUEN CHAPIN DELI GRO","BROOKLYN",0,0
"2936","SAWYER EXPRESS MART","ROCHESTER",0,0
"2937","THIRD AVE GARDEN","NEW YORK",3.5,20
"2938","SHARP DELI & GROCERY","STATEN ISLAND",5,NA
"2939","180 EXPRESS DELI","BRONX",3.8,17
"2940","PALMA MEAT&FOOD MARKET","BRONX",4.9,12
"2941","PRINCE PIZZERIA AND GRO","ROCHESTER",4.2,57
"2942","CLIFFS LOCAL MARKET","ROME",0,0
"2943","SHAN MARKET","BROOKLYN",4.1,58
"2944","TARRY MARKET","PORT CHESTER",0,0
"2945","DANDY MINI MART 75","BEAVER DAMS",3.7,12
"2946","RIGHT PRICE","BUFFALO",0,0
"2947","METRO DELI","HEMPSTEAD",4.6,14
"2948","P&C FRESH MARKETS","CORTLAND",4.1,478
"2949","MS CONVENIENCE","BROOKLYN",0,0
"2950","ZUBAIDAH HALAL MEAT AND","BUFFALO",4.4,91
"2951","OLIVE DELI & SALAD BAR","NEW YORK",4.1,95
"2952","KIN SHING TRADING","NEW YORK",0,0
"2953","MELINDA HALAL MEAT MKT","BROOKLYN",4.7,19
"2954","BAGELS ON THE SQUARE","NEW YORK",0,0
"2955","STEW LEONARDS","YONKERS",4.5,NA
"2956","PANINI GRILL","NEW YORK",0,0
"2957","TRADE FAIR 5","ASTORIA",0,0
"2958","NEW MILLENNIUM DELI GRY","BRONX",0,0
"2959","DANILOS DELI GROCERY CO","BROOKLYN",3.5,10
"2960","GUY R BREWER EXPRESS FD","JAMAICA",0,0
"2961","AMISH MARKET","NEW YORK",0,0
"2962","BKE BUSHWICK","BROOKLYN",0,0
"2963","AL-ZABIHA HALAL MEAT","GLEN OAKS",0,0
"2964","ABES","UTICA",4.2,18
"2965","CONCORD MARKET","BROOKLYN",3.8,195
"2966","THE HUNGRY CROW AT HRTC","NORTH CREEK",0,0
"2967","NANUET MINI MART","NANUET",4,5
"2968","STOP II ORGANIC&GRCY ST","BROOKLYN",0,0
"2969","PRICE CHOPPER 224","ALBANY",4.1,315
"2970","188 PARK DELI GROCERY","BRONX",3.7,9
"2971","ASSOCIATED 792","ROCKVILLE CENTRE",4.1,79
"2972","BYRNE DAIRY STORE","ITHACA",3.5,10
"2973","ONE STOP DELI","CENTEREACH",4.4,8
"2974","EMMANUELS MARKETPLACE","STONE RIDGE",4.3,305
"2975","COUSINS MEATS AND FISH","BRONX",0,0
"2976","BONOFUL GROCERY&HALAL","ASTORIA",3.9,17
"2977","NEW KUKUS MARKET","BRONX",3.7,3
"2978","SPENCER SHURFINE","SPENCER",4.1,143
"2979","MIA GROCERY & DELI","WOODSIDE",4.5,6
"2980","7 ELEVEN STORE # 37539A","NEW YORK",0,0
"2981","ORWASHERS","NEW YORK",0,0
"2982","DOLLAR GENERAL # 19237","ROCHESTER",0,0
"2983","KWIK FILL M0035","LYONS",0,0
"2984","SWEET HOME AFRICAN MKT","BRONX",4.4,38
"2985","CIRCLE PLAZA DELI","BROOKLYN",5,2
"2986","KINGS ROCKVILLE C-STORE","ROCKVILLE CENTRE",4,771
"2987","OLIVE ON BROOKLEA","SYRACUSE",4.2,5
"2988","BREAD DEPO","BROOKLYN",4.4,12
"2989","G DELI N GROCERY","BROOKLYN",0,0
"2990","DEKALB BEST DELI & GRIL","BROOKLYN",4.8,50
"2991","YUNS FRUIT MARKET","BRONX",4.3,8
"2992","TWINS ZERO","BROOKLYN",0,0
"2993","8508 GOURMET DELI & GRI","BROOKLYN",0,0
"2994","LME DELI & GROCERY","BRONX",5,2
"2995","SYOSSET DRIVE THRU","SYOSSET",0,0
"2996","MARTINEZ GROCERY","BROOKLYN",5,6
"2997","IDEAL FOOD BASKET","BROOKLYN",0,0
"2998","L & J SUPERMARKET II","BROOKLYN",0,0
"2999","NORTHSIDE PRIDE MARKET","SYRACUSE",0,0
"3000","SUNRISE MART","NEW YORK",0,0
"3001","GREEN TARA","WOODSIDE",4.3,39
"3002","HILLTOP MARKET","WEST LEYDEN",4.7,3
"3003","HALF TIME","POUGHKEEPSIE",4.7,131
"3004","LUCKY FAMILY DELI AND G","BROOKLYN",3.7,12
"3005","PORT DELI&GROCERY","NEW YORK",0,0
"3006","NICOSIA BAKERY","BRONX",4.7,12
"3007","PRICE CHOPPER #032","MASSENA",4.2,142
"3008","COBBLE POND FARMS","GLOVERSVILLE",3.8,4
"3009","EZ GROCERY","BRONX",5,NA
"3010","GARAFOLO IMPORTING CO","OSWEGO",4.6,172
"3011","SHELL GAS STATION","EAST ELMHURST",3.7,70
"3012","GW OF FLUSHING","FLUSHING",3.7,460
"3013","LOW PRICE DELI AND GROC","STATEN ISLAND",0,0
"3014","NEW BRIGHTON TRADING","BROOKLYN",0,0
"3015","JORDAN LOBSTER FARM","ISLAND PARK",4.4,409
"3016","NEPPERHAN GROCERY & DEL","YONKERS",0,0
"3017","MARIANOS FRUIT MARKET","BRONX",3.7,6
"3018","SUSHI NARA EXPRESS","NEW YORK",4.3,307
"3019","CLIFTON FOOD MART","ROCHESTER",4.4,9
"3020","QUICKLEES 002","GENESEO",2.7,3
"3021","KHASKY FOODS","BROOKLYN",5,5
"3022","NEW YORK MART","NEW YORK",0,0
"3023","TASTE OF RUSSIA","BROOKLYN",4.3,249
"3024","HARLEM HEALTH FOOD GOUR","NEW YORK",0,0
"3025","JJ KINGBRIDGE DELI","BRONX",0,0
"3026","KRM SUPERMARKET","BROOKLYN",4.6,NA
"3027","GOURMET BOUTIQUE OF NY","BROOKLYN",4.2,196
"3028","B FAMILIES MART","BINGHAMTON",5,NA
"3029","RAHAF MARKET","SYRACUSE",0,0
"3030","COMMUNITY DELI FOOD MKT","BRONX",4.5,2
"3031","NICHOLAS DISCOUNT","NEW YORK",0,0
"3032","120 KING PRODUCE","SOUTH RICHMOND HIL",0,0
"3033","PAULINO DELI GROCERY","BRONX",5,10
"3034","TEXACO FOOD MART","MIDDLETOWN",0,0
"3035","ANDRES FOOD","BRONX",0,0
"3036","GLORY 99C","MOUNT VERNON",0,0
"3037","JERRY DELL FARM","FREEVILLE",4,7
"3038","LA PARADITA","CORONA",0,0
"3039","DOLLAR TREE #4833","FLORAL PARK",4.2,421
"3040","OURIS MARKET","BROOKLYN",4,5
"3041","FAMILY DOLLAR #11821","SPRINGFIELD GARDEN",0,0
"3042","GOOD FORTUNE SUPERMARKE","FLUSHING",3.5,20
"3043","SUN EXPRESS MART","BUFFALO",5,NA
"3044","MONTGOMERY MART SUNOCO","MONTGOMERY",3.9,53
"3045","7-ELEVEN FD STR 21450C","SUFFERN",3.9,9
"3046","BROOKLYN FRESH MARKET","BROOKLYN",4.1,28
"3047","J LINE 85TH DELI","WOODHAVEN",5,16
"3048","AC TROPICAL MARKET","BROOKLYN",0,0
"3049","A & A M ART","EAST SYRACUSE",5,12
"3050","NORTH SHORE FARMS","MINEOLA",4.2,648
"3051","TOMMYS MEAT MARKET","BROOKLYN",3.8,4
"3052","TOWN & COUNTRY DELI","STATEN ISLAND",0,0
"3053","CHANG JIANG FOOD","BROOKLYN",0,0
"3054","MORSCHERS PORK STORE","RIDGEWOOD",4.7,72
"3055","AVE K MINI MART","BROOKLYN",0,0
"3056","ISLAND THE","BUFFALO",0,0
"3057","ISLAND OF GOLD SUPERMKT","FRESH MEADOWS",3.7,554
"3058","HETU DISCOUNT MART","BROOKLYN",4.3,180
"3059","BIMBO BAKERIES USA","QUEENSBURY",0,0
"3060","PIT STOP 819","NEW ROCHELLE",5,2
"3061","CUMBERLAND FARMS 1556","FORT ANN",3.8,11
"3062","200 W 14TH STREET GOURM","NEW YORK",0,0
"3063","SEA TOWN FISH&MEAT MKT","BROOKLYN",4.1,245
"3064","NEW AMIN GROC&HALAL MT","RICHMOND HILL",0,0
"3065","YUSUF MARKET","SYRACUSE",0,0
"3066","CENTRAL PARK FOOD","YONKERS",0,0
"3067","MALCOLM X GROCERY","BROOKLYN",0,0
"3068","BALADY FOODS","BROOKLYN",4.6,382
"3069","ACME #2446","MAHOPAC",3.7,122
"3070","EATCETERA CAFE","BOHEMIA",4.5,172
"3071","JAVA NATION","SAG HARBOR",4.8,39
"3072","180 BUS STOP DELI","BRONX",0,0
"3073","LAS YARIS DELI FOOD","BRONX",0,0
"3074","ONE STOP SHOP","BROOKLYN",0,0
"3075","401 EMPIRE GROCERY","BROOKLYN",4.5,698
"3076","AVE U KING FARMER & DEL","BROOKLYN",4.6,601
"3077","KINGS VALLEY FRUIT","BROOKLYN",3.8,13
"3078","GHANSHYAM DELI GRCY","RIDGEWOOD",0,0
"3079","NEW METRO GOURMET DELI","FOREST HILLS",4,6
"3080","V & C SUPERMARKET","HEMPSTEAD",4,588
"3081","CHA CHA MATCHA","BROOKLYN",4.3,710
"3082","TERRA LATINA","MINEOLA",3.4,5
"3083","332 GROCERY STORE","BRONX",0,0
"3084","UNCLE JOHNNY GROCERY","NEW YORK",4.2,82
"3085","GREAT JADE DELI&GROCERY","FLUSHING",0,0
"3086","GABI KOSHER MEAT MARKET","BRIARWOOD",5,4
"3087","EAST MEADOW HALAL MEAT","EAST MEADOW",4.3,119
"3088","C TOWN","REGO PARK",4,129
"3089","188 PARK DELI GROCERY","BRONX",3.7,9
"3090","FIRO FOOD MARKET","BROOKLYN",4,4
"3091","BOWEN & DARREN DELI & G","BROOKLYN",0,0
"3092","CVS PHARMACY 03224","NEW YORK",0,0
"3093","BELLA DELI MARKET","BRONX",3,3
"3094","FOOD EXPRESS","WOODSIDE",4.3,58
"3095","PALMS HALAL","BROOKLYN",4.8,31
"3096","ROSLYN VILLAGE DELI GRO","ROSLYN HEIGHTS",4.2,12
"3097","BESBAS DELI GROCERY","BRONX",0,0
"3098","MOBIL PORT HENRY","PORT HENRY",4.2,23
"3099","MKX 99 CENTS&UP","BRONX",4.7,7
"3100","ZAID SHAIF","JACKSON HEIGHTS",0,0
"3101","7-ELEVEN FOOD #38309H","STATEN ISLAND",0,0
"3102","LIGHTHOUSE POINT GRCY","MAYVILLE",4.6,123
"3103","AMHERST FOOD EXPRESS","BUFFALO",3.8,16
"3104","CLOSEOUT HEAVEN","RIDGEWOOD",4.4,14
"3105","CANTEEN","LAWRENCE",0,0
"3106","UNIQUE DELI & GROCERY","BROOKLYN",0,0
"3107","L&O GROCERY","NEW YORK",3.7,3
"3108","STOP & SHOP #2580","BAYSIDE",0,0
"3109","FIESTAA GROCERY & DELI","UTICA",4.2,64
"3110","DEAN DELI","BROOKLYN",0,0
"3111","FAMILY DOLLAR #31878","BUFFALO",0,0
"3112","SPARKLING SUPERMARKET","FLUSHING",3.7,6
"3113","WALLY MART","MOUNT IVY",0,0
"3114","STOP&GO DELI GROCERY","BRONX",3.4,9
"3115","2034 BEST GOURMET DELI","NEW YORK",4.1,30
"3116","K MART 9414","YORKTOWN HEIGHTS",3.7,54
"3117","KINNEY DRUGS 42","ALEXANDRIA BAY",4.3,21
"3118","2185 ADAM 99C","NEW YORK",0,0
"3119","SOUTHERN FISH MARKET","BRONX",3.6,23
"3120","RITE AID PHARMACY 03656","BREWSTER",0,0
"3121","HICKORY FARMS #11298","SYRACUSE",0,0
"3122","MI TIERRA SUPERMARKET","CORONA",3.8,52
"3123","ASIA FOOD MARKET","ROCHESTER",4.4,825
"3124","3 IN 1 DELI GROCERY","RICHMOND HILL",0,0
"3125","DOLLAR GENERAL #12614","WATERTOWN",0,0
"3126","7955 AE CO","FLUSHING",2.5,2
"3127","BIG ROCK MARKET","STANFORDVILLE",4.8,47
"3128","DOLLAR GENERAL 8402","SILVER CREEK",0,0
"3129","ODELLS MARKET","CUDDEBACKVILLE",3.1,12
"3130","THE KONERY","BROOKLYN",4.4,5
"3131","CLARKS MARKET & DELI","GREAT VALLEY",4.6,43
"3132","7 & 7 DELI","QUEENS VILLAGE",4.6,57
"3133","AKRAM GROCERY","QUEENS VILLAGE",0,0
"3134","COUNTRY STORE 5","ROSCOE",0,0
"3135","PRICE CHOPPER #226","OSWEGO",4.2,468
"3136","DOLLAR TOWER","NEW YORK",3.8,27
"3137","NICE N EASY GROCERY SHO","WATERTOWN",0,0
"3138","47 ROCKEFELLER","NEW YORK",0,0
"3139","CANDYS DELI & GROCERY","NORTH BANGOR",4.4,70
"3140","DOLLAR GENERAL ST 10552","NAPLES",0,0
"3141","95 NUTRITION","GRAND ISLAND",4.8,93
"3142","MOUNTAIN MART 101","MOOERS",3,2
"3143","AFC SUSHI @ PRICE CHOPP","GUILDERLAND",4.2,230
"3144","NEW BREMEN GENERAL STOR","LOWVILLE",4,4
"3145","BOEHM FARM","CLIMAX",4.9,33
"3146","STEWARTS SHOP 429","PHILADELPHIA",0,0
"3147","QUICKWAY 60","CHENANGO BRIDGE",0,0
"3148","NEW ABC CONVENIENCE STO","OAKLAND GARDENS",4.3,4
"3149","AJ COMMUNITY STORE","CORONA",1,NA
"3150","17K FOOD MART","MONTGOMERY",0,0
"3151","420 RT 376 GAS MART","HOPEWELL JUNCTION",4.1,9
"3152","RITE AID #00574","MONROE",0,0
"3153","CASSVILLE FOOD&GAS","CASSVILLE",4.2,52
"3154","TOPS 578","ELMIRA",0,0
"3155","DOLLAR GENERAL 15825","FORT COVINGTON",4.4,101
"3156","HANNAFORD  8331","NEW WINDSOR",4.4,434
"3157","STEWARTS SHOP 311","CAIRO",0,0
"3158","SAVICKI FARM MARKET","CLINTON",4.8,51
"3159","LIME LAKE COUNTRY STORE","DELEVAN",3.4,23
"3160","ADEN SUPERMARKET","BROOKLYN",0,0
"3161","KING OF LATVIA DELICATE","BROOKLYN",0,0
"3162","HILL-OVER HEALTHY&FRESH","COPAKE",0,0
"3163","WEGMANS 35","LIVERPOOL",0,0
"3164","A&D GRILL & DELI","RIDGEWOOD",4.2,25
"3165","FOOD BAZAAR SUPERMARKET","CORONA",0,0
"3166","NORTH STAR ORCHARDS","WESTMORELAND",4.8,175
"3167","AL HAQQ PHARMACY","OZONE PARK",3.5,28
"3168","7-ELEVEN #35080","FARMINGTON",0,0
"3169","CUMBERLAND FARMS 1520","COHOES",0,0
"3170","JERICHO CIDER MILL","JERICHO",4.6,184
"3171","STANFORDVILLE GROCERY","STANFORDVILLE",4.8,47
"3172","WALGREEN 11984","YORKSHIRE",0,0
"3173","BANKER ORCHARDS","PLATTSBURGH",4.7,95
"3174","CUMBERLAND FARMS 1525","MILLERTON",5,7
"3175","APPLE FOOD STORE","MILFORD",4.5,39
"3176","SHOPRITE OF LAGRANGEVIL","LAGRANGEVILLE",4.3,669
"3177","CEDAR POINT MARKET","CLAYTON",4.5,51
"3178","STEWARTS SHOP 103","PORT HENRY",3.2,13
"3179","AAA GROCERY","ARVENE",4.4,22
"3180","DIORIOS SUPERMARKET","OLD FORGE",4.3,239
"3181","1201 DELI & GRILL","BROOKLYN",0,0
"3182","GETGO GETTY MART","PATTERSON",0,0
"3183","BUCKS DISCOUNT CENTER","PLATTSBURGH",3.8,46
"3184","WELLS EDGE COUNTRY STOR","WELLS",4.2,6
"3185","5 DE MAYO","CORONA",4.5,164
"3186","93RD DELI","EAST ELMHURST",4.3,39
"3187","CHESIRE STORE, THE","CANANDAIGUA",4.8,14
"3188","DOLLAR GENERAL #12419","WAPPINGERS FALLS",3.8,108
"3189","DOLLAR GENERAL 13147","PAWLING",3.8,127
"3190","QUICKWAY 12","WEST DAVENPORT",0,0
"3191","DOLLAR TREE #1687","MIDDLETOWN",0,0
"3192","LAKE CARMEL GENERAL STR","LAKE CARMEL",4,83
"3193","490 TRUCK STOP","BERGEN",1,2
"3194","DOLLAR GENERAL #10970","SCHROON LAKE",4.4,118
